identifier,lat,lon
B5671,49.8018097,19.0297531
B5672,48.6278274,18.3710337
B5673,51.0558998,17.0247161
B5674,51.0559350,17.0247073
B5675,51.0559163,17.0246507
B5676,51.0562748,17.0265163
B5677,50.3013135,19.0009087
B5678,50.3011421,19.0009299
B5679,49.0720135,18.9247735
B5680,49.8691600,18.3741600
B5681,49.7166100,17.9143000
B5682,49.4854100,17.9640000
B5683,50.0144500,18.4588107
B5684,50.0100692,18.4583057
B5685,50.7501740,12.4835721
B5686,50.2902697,18.9674249
B5687,50.0567171,14.3755907
B5688,51.0894760,17.0367191
B5689,51.0894407,17.0368714
B5690,51.0916122,17.0363768
B5691,51.0946590,17.0281758
B5692,51.0947346,17.0282316
B5693,51.0949675,17.0284090
B5694,51.0798128,16.9995469
B5695,48.8633535,18.8590543
B5696,51.0721659,16.9989807
B5697,50.0068279,18.4477891
B5698,49.6937421,12.1625613
B5699,48.7655599,14.9759865
B5700,49.8096575,19.0623048
B5701,50.7870407,15.0572728
B5702,48.8252690,12.9412304
B5703,48.7867752,12.8954073
B5704,50.1056962,14.5583398
B5705,50.1052843,14.5746843
B5706,50.1057410,14.5742002
B5707,50.9237727,16.7575970
B5708,50.8617435,12.0872222
B5709,50.3118829,18.8555563
B5710,50.3118402,18.8525957
B5711,50.0602238,14.5064311
B5712,50.2156967,16.6795600
B5713,50.0113211,18.4662428
B5714,50.5391650,16.2326963
B5715,50.1290419,18.9834937
B5716,48.6287732,18.3761238
B5717,51.0575960,17.0225472
B5718,50.4298932,18.9063981
B5719,50.4375233,18.9442686
B5720,50.1269763,18.7995202
B5721,50.1449606,18.7801612
B5722,50.1447354,18.7732906
B5723,50.1455411,18.7448163
B5724,50.1312028,18.7473432
B5725,50.3083761,18.8575374
B5726,50.1428986,18.7755920
B5727,49.9782841,18.5194001
B5728,49.4661278,16.6049879
B5729,49.4233433,14.6513121
B5730,49.4233115,14.6513179
B5731,49.4191494,14.6499483
B5732,49.4125825,14.6714064
B5733,49.4126493,14.6714205
B5734,50.2769013,18.9811149
B5735,50.2800517,18.9662701
B5736,50.2800579,18.9662414
B5737,50.2800762,18.9661396
B5738,50.2829236,18.9636753
B5739,50.1405924,18.9975031
B5740,50.1182779,18.2796640
B5741,50.8229693,12.9589088
B5742,50.7264748,18.4367442
B5743,50.7209559,18.4451443
B5744,50.7269630,18.4434769
B5745,49.9127624,18.6110052
B5746,49.9258746,18.5998242
B5747,49.9174532,18.6433284
B5748,49.9053407,18.6615656
B5749,49.9001141,18.6550691
B5750,49.8805724,18.6140730
B5751,49.8784723,18.6118950
B5752,50.3887400,13.2716800
B5753,50.6070500,13.7453400
B5754,49.8370500,18.4179500
B5755,49.8425005,18.3037840
B5756,49.7757100,18.4493500
B5757,49.7713500,18.3064300
B5758,49.9636900,12.6952800
B5759,50.3094200,12.9545800
B5760,50.2702164,12.7831278
B5761,50.1357864,12.7968771
B5762,49.5247500,17.5745500
B5763,49.5907143,17.2336091
B5764,49.4499620,17.4556673
B5765,49.4686513,17.4337014
B5766,49.2531549,16.5826500
B5767,48.9469381,17.3729432
B5768,50.0313104,16.6077629
B5769,49.8899000,16.3462200
B5770,50.0928000,14.4529700
B5771,49.3509314,14.7041906
B5772,49.3972865,14.6882428
B5773,49.3966391,14.6857669
B5774,48.8233632,14.3347079
B5775,49.6148800,15.4145900
B5776,49.5249643,16.2597262
B5777,49.3895600,16.1003000
B5778,49.1436200,18.0164600
B5779,49.2186900,17.6588100
B5780,49.0411500,17.4655300
B5781,49.7110100,14.8934400
B5782,49.9687200,15.3040700
B5783,50.1847300,14.8520200
B5784,49.9890700,14.7589800
B5785,49.9897413,14.7415681
B5786,50.1336100,14.2797500
B5787,50.2753400,14.5061900
B5788,50.1552962,14.7434798
B5789,49.7349500,14.6875200
B5790,49.7337800,14.6346600
B5791,49.6726600,14.0472200
B5792,50.1399200,14.0810200
B5793,49.9210004,14.5785587
B5794,49.6327695,13.3050112
B5795,49.4041118,13.2912339
B5796,49.7424900,13.6011800
B5797,50.2404657,14.3137115
B5798,49.2167862,16.4981026
B5799,50.1219754,16.2168328
B5800,49.9120200,16.4340700
B5801,49.9212100,16.4346700
B5802,49.9143100,16.6124200
B5803,50.0809303,14.4509583
B5804,50.4777771,18.8017533
B5805,50.1381182,13.9896166
B5806,49.6714007,18.3467738
B5807,49.6870265,18.3491713
B5808,49.7868085,18.2578000
B5809,50.2246603,18.6603171
B5810,50.0001618,14.4272321
B5811,49.2242207,17.6590345
B5812,49.2119800,16.5509200
B5813,49.9911265,14.6767435
B5814,49.2097900,15.8656300
B5815,49.7111800,13.6478700
B5816,50.0613821,14.3090911
B5817,50.0664705,14.5007041
B5818,50.2826491,19.0153162
B5819,50.2826224,19.0152899
B5820,50.2826230,19.0151726
B5821,50.2826027,19.0151836
B5822,49.8078458,18.2318641
B5823,50.2783739,19.0142221
B5824,50.2794388,19.0145565
B5825,50.2794186,19.0145478
B5826,50.2773933,19.0084008
B5827,50.2751236,19.0118448
B5828,50.8736795,15.9205484
B5829,50.8796416,18.7580304
B5830,50.8805151,18.7485277
B5831,50.0665792,15.8531191
B5832,50.8760456,18.4128598
B5833,50.8767433,18.4123309
B5834,49.1056241,18.9285710
B5835,48.8719671,18.6356060
B5836,48.9084140,18.7593116
B5837,50.1213834,14.4934130
B5838,50.1214019,14.4934472
B5839,50.1027020,14.5776598
B5840,49.0608522,13.7756630
B5841,49.1087858,18.9265965
B5842,48.7311626,12.7402085
B5843,50.1176487,19.0071363
B5844,50.1238556,14.5668946
B5845,50.4929326,12.1288493
B5846,50.0979031,14.4051187
B5847,50.3818848,19.0895616
B5848,50.3000448,18.6528535
B5849,49.0585710,13.7784827
B5850,50.3775999,19.0962840
B5851,50.3913002,19.0300236
B5852,50.3608750,19.0503987
B5853,50.3907555,19.0405148
B5854,50.3957723,19.0138762
B5855,50.3654849,19.0363725
B5856,50.3015699,18.8497523
B5857,50.3015788,18.8497526
B5858,50.3028906,19.0314751
B5859,50.1674957,18.7183656
B5860,49.2139743,18.7619206
B5861,49.2288392,18.7346982
B5862,50.6493516,18.3812669
B5863,50.9682706,13.9330029
B5864,49.2169554,18.7413923
B5865,49.2202460,18.7401706
B5866,49.2197380,18.7399319
B5867,49.2373838,13.5244675
B5868,49.2413596,13.5216775
B5869,50.4902022,12.1314759
B5870,50.2661636,18.9743288
B5871,50.2601301,18.9791488
B5872,50.2604908,18.9782921
B5873,50.2604680,18.9686830
B5874,50.2660720,19.0910403
B5875,50.2765873,19.0665281
B5876,49.8421479,18.7684392
B5877,51.0326209,13.7027434
B5878,50.3979000,18.8025667
B5879,50.2754369,19.0047468
B5880,50.9881549,18.2096375
B5881,50.9894595,18.2111466
B5882,50.8260116,12.9364939
B5883,50.8540917,17.4704303
B5884,50.8625459,12.7610304
B5885,50.9766969,18.2072913
B5886,50.4523618,18.8588798
B5887,50.2149031,18.5594979
B5888,51.0993425,17.0453236
B5889,50.3072260,19.0085430
B5890,50.2996608,19.0383183
B5891,50.3029045,19.0147260
B5892,50.3021365,19.0182738
B5893,50.3012266,19.0316666
B5894,50.3045241,19.0064050
B5895,50.3198344,19.0039148
B5896,50.3231537,18.9974526
B5897,50.3149995,19.0034062
B5898,50.3191387,19.0056647
B5899,50.3248668,19.0026935
B5900,50.3295420,19.0426858
B5901,50.2978045,18.9959172
B5902,50.2590496,18.9689428
B5903,50.8582545,13.3206813
B5904,48.5704620,13.4296516
B5905,50.8244525,12.9388177
B5906,50.8391176,12.9301549
B5907,50.0490480,18.4764199
B5908,50.0464704,18.4834038
B5909,50.0360864,18.4927312
B5910,50.3487015,18.7366321
B5911,50.2835047,19.0178424
B5912,50.2832612,19.0177304
B5913,50.8593265,17.4656091
B5914,50.2258335,18.9763302
B5915,50.2253431,18.9761284
B5916,50.9587396,18.3107488
B5917,50.9022400,18.3814300
B5918,50.8781334,18.4342983
B5919,50.8741902,18.4124472
B5920,50.3082438,18.9034026
B5921,50.1234014,14.4971716
B5922,50.4389059,18.9318306
B5923,50.0579366,18.6838807
B5924,50.2593089,19.0224227
B5925,50.7377817,16.6601258
B5926,50.7403434,16.6415961
B5927,50.9928596,18.2040035
B5928,49.1345114,16.3544152
B5929,50.1056027,14.5591222
B5930,49.9816913,18.3566062
B5931,50.9808596,12.4435497
B5932,50.1108512,14.4385753
B5933,48.8236522,14.3352339
B5934,48.8573981,16.4858460
B5935,49.8758823,16.8866786
B5936,48.9864067,14.4592500
B5937,50.0503702,17.7935162
B5938,50.8303551,12.9517154
B5939,50.2093396,18.8151653
B5940,51.0699808,17.0438047
B5941,51.0699560,17.0437678
B5942,51.0785859,17.0700388
B5943,51.0784764,17.0700071
B5944,50.3228300,18.6566443
B5945,51.0681573,16.9830057
B5946,51.0471472,16.6047871
B5947,50.1850132,18.7594013
B5948,49.2017879,16.6414033
B5949,49.2017579,16.6414265
B5950,50.3573891,18.8395532
B5951,50.7807871,15.4202942
B5952,49.4556740,16.7335846
B5953,50.1141910,14.4715373
B5954,50.8780798,17.4801435
B5955,50.8300301,12.9126396
B5956,50.8323349,12.9047022
B5957,50.8360035,12.8898514
B5958,48.9833760,14.4415039
B5959,48.9820850,14.4418447
B5960,49.1681554,16.5646675
B5961,49.3503450,16.0205796
B5962,49.3488400,15.9995200
B5963,50.4330000,15.8124000
B5964,50.5895700,16.3264700
B5965,50.1634200,16.2787800
B5966,50.2281400,15.8362800
B5967,51.0945613,16.9329435
B5968,50.8573623,16.3328806
B5969,49.1682705,16.5653337
B5970,50.0414454,15.8065073
B5971,50.7659600,15.0506900
B5972,50.7610200,14.5549600
B5973,50.7701300,14.2062800
B5974,48.7844997,18.5858091
B5975,48.7805925,18.6204945
B5976,50.7812495,14.1482780
B5977,50.6508060,13.7139546
B5978,50.6085000,13.6271800
B5979,50.3551800,13.8035600
B5980,50.3834800,13.1949900
B5981,50.3828700,13.2731100
B5982,50.3928400,13.1808700
B5983,50.3865700,13.1811500
B5984,50.1230600,12.5320200
B5985,50.1266700,12.3410100
B5986,50.0904200,13.1633300
B5987,50.2300800,14.0722200
B5988,50.1478800,13.9034500
B5989,50.2333700,14.0750900
B5990,49.5912700,12.7154500
B5991,50.1424800,14.0848000
B5992,50.2202500,14.4075300
B5993,50.0897200,14.4981400
B5994,48.8390508,12.9499384
B5995,50.0183870,14.5107289
B5996,49.7870203,14.6863632
B5997,49.2637200,14.7113900
B5998,49.0324200,14.3624500
B5999,49.2645700,13.9062500
B6000,50.3051333,19.0964751
B6001,49.1409026,16.9370300
B6002,49.9514471,16.1561227
B6003,49.7180300,16.2834100
B6004,49.8026200,16.1714600
B6005,49.6285300,16.3436400
B6006,49.7681500,15.9189400
B6007,49.3204900,16.3469500
B6008,49.6049000,15.5752500
B6009,49.3481900,16.4293900
B6010,49.5503900,15.9435100
B6011,49.0763200,15.4313500
B6012,49.3929200,15.5950300
B6013,49.5764000,15.9416100
B6014,49.2608862,16.5793188
B6015,49.3555547,16.0058535
B6016,49.3539762,16.0156451
B6017,48.8593600,16.8147500
B6018,48.9508100,16.3129300
B6019,48.8004400,16.6312200
B6020,49.1805500,16.6216700
B6021,50.1054484,14.5878029
B6022,50.0629300,14.4436200
B6023,50.0950200,14.5406000
B6024,50.1432200,14.4345263
B6025,50.1173684,14.4566235
B6026,50.0362479,14.5250673
B6027,50.1085548,14.5155620
B6028,50.0950963,14.4926415
B6029,50.0564700,14.5477400
B6030,50.0511626,14.5413093
B6031,50.0724806,14.4973853
B6032,50.2687984,19.0200137
B6033,50.3056900,12.5531800
B6034,50.1074000,13.7357900
B6035,49.9454979,14.0266052
B6036,50.2697069,18.8851992
B6037,50.3047970,19.0953736
B6038,50.3050792,19.0966624
B6039,50.3048267,19.0966697
B6040,48.6857431,17.3637725
B6041,50.2655547,18.9752557
B6042,50.2738466,18.9781410
B6043,50.1898275,14.6497357
B6044,50.1666458,14.6270986
B6045,50.0386100,16.5080874
B6046,49.7141000,15.6725100
B6047,49.4007591,15.6079039
B6048,49.5618796,16.0778953
B6049,50.0416100,16.7423200
B6050,50.2392800,17.2097700
B6051,50.0654500,16.9271800
B6052,49.9710500,16.9725800
B6053,49.9649700,16.9848900
B6054,49.9432000,16.9247600
B6055,49.2841200,16.9869900
B6056,49.2763558,17.0004444
B6057,50.2226400,17.1975800
B6058,49.3228833,17.0272944
B6059,49.2743500,17.0086600
B6060,49.1883300,16.6143500
B6061,50.0968800,17.6808500
B6062,49.4418000,17.4572900
B6063,49.4650879,17.4383437
B6064,49.5276355,17.5912219
B6065,49.7929900,17.4411300
B6066,49.9906300,17.4584900
B6067,49.9744600,17.7925600
B6068,49.8400075,18.0919255
B6069,49.9128143,18.1558141
B6070,49.1032396,16.7639745
B6071,49.1039317,16.7579397
B6072,49.0619257,17.3506916
B6073,49.1129827,17.1727160
B6074,49.2894400,17.3918600
B6075,49.0291815,17.3499074
B6076,48.9450808,17.1754367
B6077,50.0665641,15.8530980
B6078,49.8669664,18.5527770
B6079,49.8776500,18.4364700
B6080,49.7625274,18.4651418
B6081,49.7934965,18.4521200
B6082,49.6415757,18.1504764
B6083,49.5935967,18.0128489
B6084,49.4654607,18.1270388
B6085,49.5918391,18.3500549
B6086,49.5487770,18.2083645
B6087,49.3512579,18.2413488
B6088,49.3345216,18.0128886
B6089,49.2299933,17.6628342
B6090,49.2004559,17.6860247
B6091,49.2080526,17.5950511
B6092,49.2031826,17.5701193
B6093,49.1213220,17.5427256
B6094,49.0770754,18.0149629
B6095,49.0258846,17.6605464
B6096,49.0718000,18.0129652
B6097,49.0370664,17.8101588
B6098,49.0287462,17.6570171
B6099,49.0267752,17.6593454
B6100,49.0755338,17.4471974
B6101,49.0100876,17.5840596
B6102,49.0634260,17.4530039
B6103,48.9577651,17.3875521
B6104,49.0601329,17.4779359
B6105,48.9516753,17.3839906
B6106,50.3029469,19.0977837
B6107,50.3029585,19.0976468
B6108,49.7517095,16.6589840
B6109,50.3049000,19.0951009
B6110,49.3503946,17.4423654
B6111,50.6943179,12.5401240
B6112,50.8149845,12.9539975
B6113,50.4501793,18.8590869
B6114,50.4501733,18.8591215
B6115,50.4501684,18.8591526
B6116,49.4507152,17.4698516
B6117,49.4503845,17.4592961
B6118,48.9507407,16.7067950
B6119,50.0865934,13.1599742
B6120,50.3034685,12.9463045
B6121,50.6224307,13.5982996
B6122,50.1887647,14.0435785
B6123,50.7730800,14.1854000
B6124,50.3659983,14.9614890
B6125,50.1309700,14.7379000
B6126,50.1011321,14.5076712
B6127,50.7870338,15.0572338
B6128,50.7601317,15.0707995
B6129,50.7608321,15.0955258
B6130,50.7842200,15.0459900
B6131,48.9553096,16.7091079
B6132,50.1147858,16.2984807
B6133,50.4050541,16.1553806
B6134,49.9192364,18.2006757
B6135,49.9209654,18.1052315
B6136,49.8891811,18.1892352
B6137,49.8246431,18.1670287
B6138,49.7951900,18.4846600
B6139,49.8431294,18.5642619
B6140,49.6719317,17.3218495
B6141,49.0194810,17.6494305
B6142,49.2810426,17.0081766
B6143,49.5985876,17.3687818
B6144,49.4771512,17.1555044
B6145,49.2101226,17.5315528
B6146,48.9806229,17.0928798
B6147,49.2020767,16.6685081
B6148,49.9747834,16.9576471
B6149,49.2099570,15.8773551
B6150,49.9823600,16.8787900
B6151,49.2933000,13.1439100
B6152,49.0653392,14.3631038
B6153,49.9435700,14.4320700
B6154,49.8542700,14.7058300
B6155,49.4012318,13.0039763
B6156,50.2704135,19.0341960
B6157,50.4091404,18.5617102
B6158,51.0722140,16.8811662
B6159,49.1701889,16.3258159
B6160,49.1593498,16.2626461
B6161,50.2682624,18.9785677
B6162,49.1617398,16.3432405
B6163,50.3121834,19.0790674
B6164,51.0782549,16.8919454
B6165,50.2721046,19.0251686
B6166,50.3232619,18.7715242
B6167,49.2052055,12.0419662
B6168,50.3254908,18.7723121
B6169,50.3254684,18.7724483
B6170,50.3304998,18.7722114
B6171,50.3307444,18.7725735
B6172,50.3187980,18.7753098
B6173,48.6115307,15.1606117
B6174,49.1882415,17.2860876
B6175,50.3185079,18.7752914
B6176,50.3183100,18.7759992
B6177,50.3173735,18.7761854
B6178,49.6749719,13.9845564
B6179,49.3835919,16.8067292
B6180,49.3845097,16.8054376
B6181,50.9821102,18.2195127
B6182,50.2631003,19.0202657
B6183,50.6878087,17.1674576
B6184,50.7917482,17.3900709
B6185,50.7301118,17.0386578
B6186,50.1724536,18.9147311
B6187,50.1707055,18.9120735
B6188,50.1699705,18.9073521
B6189,51.0574913,16.1933240
B6190,51.0669733,16.1850183
B6191,49.3883079,13.2949911
B6192,50.8454921,16.5003347
B6193,50.8561936,17.4760918
B6194,49.6770248,16.3676531
B6195,50.2687461,19.0274033
B6196,50.0967065,14.4612560
B6197,49.9114664,16.6026538
B6198,50.2985581,18.8005448
B6199,50.4910526,17.9865530
B6200,50.1172765,14.4962816
B6201,49.5806466,17.2562075
B6202,50.2755242,18.9335427
B6203,50.2735920,18.9319836
B6204,50.2651730,18.9369695
B6205,50.2738100,18.9313103
B6206,50.2767794,18.9417201
B6207,50.2748684,18.9271628
B6208,50.4561526,18.8651595
B6209,50.2738005,18.9988318
B6210,50.6386163,15.2620805
B6211,50.6402383,15.2484516
B6212,50.1172715,14.4962987
B6213,50.2872471,18.7938161
B6214,50.9232044,14.1360966
B6215,50.1671337,14.4444526
B6216,50.3128974,18.8855520
B6217,50.3130534,18.8856058
B6218,50.3130215,18.8855948
B6219,50.3129907,18.8855841
B6220,51.0980426,17.0192563
B6221,50.7489391,17.6172967
B6222,50.6944559,17.5988597
B6223,50.2689936,19.0336934
B6224,50.2686566,19.0338112
B6225,50.2692438,19.0349966
B6226,50.4118245,18.2649692
B6227,50.2673874,19.0410123
B6228,50.2672292,19.0408250
B6229,51.0891871,17.0429182
B6230,50.8771946,17.5618701
B6231,49.2018074,18.7336919
B6232,49.2230626,18.7342443
B6233,49.2149031,18.7651906
B6234,50.2642756,19.0416113
B6235,50.9268080,17.2988563
B6236,50.9366430,17.2981248
B6237,50.9367053,17.2981149
B6238,50.1119500,14.5019000
B6239,50.1690300,14.4273500
B6240,50.2955000,14.4791200
B6241,49.9100600,15.3956300
B6242,49.9071909,14.0355400
B6243,49.9158000,13.9800500
B6244,50.4325764,14.9218907
B6245,50.3690214,14.9639772
B6246,49.8724674,13.8939094
B6247,49.9389900,14.3837700
B6248,49.9039353,18.3533298
B6249,49.0377692,18.2540276
B6250,50.7825547,16.0471520
B6251,49.2017950,16.6413791
B6252,51.0681325,16.9831974
B6253,49.9061909,18.3474996
B6254,50.2811587,18.8626139
B6255,50.8540780,12.4591667
B6256,50.0856900,16.4618200
B6257,49.7646100,15.9183500
B6258,49.9966600,16.2279300
B6259,50.0842700,16.4615400
B6260,50.2109200,15.9048900
B6261,50.2080300,15.8205500
B6262,50.2626700,15.9259700
B6263,50.5627900,15.9192400
B6264,50.5798000,16.3278900
B6265,50.4468214,18.8808332
B6266,49.4545493,12.4111121
B6267,50.1135675,18.9838992
B6268,49.4969317,16.5750644
B6269,50.3113141,18.6287622
B6270,50.3106384,18.6292907
B6271,51.0734726,16.9947064
B6272,50.1312471,14.4805236
B6273,50.1311900,14.4805289
B6274,48.7280364,18.7588030
B6275,50.0913246,13.7257712
B6276,49.5073353,16.5391686
B6277,49.5036273,16.5211745
B6278,49.7571373,16.6462446
B6279,49.3415427,16.4171937
B6280,50.2612369,19.0422804
B6281,50.2616947,19.0338991
B6282,50.5925244,13.0090079
B6283,50.1098931,13.7373349
B6284,49.7765202,18.6360474
B6285,50.2703334,19.0210142
B6286,50.3172676,18.8740754
B6287,50.4070151,17.1875772
B6288,50.4753715,17.3409462
B6289,50.3144265,18.8819949
B6290,50.2831336,18.9608118
B6291,50.8499320,16.5036459
B6292,50.3449089,16.8661515
B6293,50.1423484,14.1021263
B6294,49.2441052,16.6615643
B6295,51.0104352,16.9562441
B6296,51.0305639,16.9648535
B6297,50.4023369,16.5089928
B6298,50.4468109,16.8781618
B6299,50.3075870,19.0646264
B6300,50.0748464,14.7174670
B6301,50.8774301,18.4307806
B6302,50.3152143,19.0586217
B6303,50.6363199,18.8412219
B6304,50.1529093,15.1313711
B6305,50.1530214,15.1182874
B6306,50.1481461,15.1240654
B6307,50.1481128,15.1241736
B6308,50.3093445,18.6297574
B6309,49.1144580,17.1770211
B6310,49.1055053,17.1641423
B6311,50.0306937,18.3170319
B6312,48.7839648,18.6329860
B6313,48.7714108,18.6183956
B6314,51.0302580,16.9677127
B6315,50.0573339,14.4963962
B6316,50.1141601,18.9774591
B6317,50.1147813,18.9771800
B6318,48.7300467,18.7611503
B6319,48.7285492,18.7610401
B6320,51.0733247,17.0374075
B6321,50.1102282,13.7356224
B6322,50.7308011,18.7940733
B6323,49.0262720,12.1163790
B6324,50.2615443,14.5249358
B6325,50.5801769,15.1545607
B6326,50.1602738,18.3108860
B6327,50.0470714,18.4743780
B6328,50.0612268,14.2255075
B6329,50.0404555,18.2916039
B6330,50.0306603,18.3170140
B6331,49.9905684,18.3531874
B6332,49.9704654,18.3749645
B6333,49.9456294,18.4228292
B6334,49.2242907,17.6898879
B6335,49.4321867,18.7722310
B6336,49.4354320,18.7898995
B6337,49.4938148,18.8194342
B6338,49.4838190,18.7969891
B6339,48.8313721,16.7486342
B6340,50.6365714,17.6294519
B6341,50.6401859,17.6310397
B6342,49.2204906,18.8360606
B6343,49.3068489,18.7935095
B6344,49.3063623,18.7940615
B6345,49.3063815,18.7940052
B6346,49.4353357,18.7898866
B6347,49.4353622,18.7898899
B6348,49.4385872,18.7731081
B6349,48.7717245,18.6077962
B6350,49.0787240,16.5473954
B6351,49.2224140,16.6243523
B6352,49.0332083,12.1119874
B6353,50.0066738,12.1080152
B6354,48.5498650,12.1589963
B6355,51.0280507,13.8320974
B6356,50.4752717,14.9407400
B6357,51.0511563,13.7703244
B6358,50.1225793,14.4579266
B6359,50.1323894,14.4752197
B6360,50.2981868,18.9684930
B6361,50.8237521,12.9307888
B6362,50.3940314,18.6308535
B6363,50.4057567,18.6292000
B6364,50.4034082,18.6288374
B6365,50.3984366,18.6306019
B6366,50.4001350,18.6168789
B6367,50.3983699,18.6231671
B6368,50.5872541,15.1393046
B6369,50.2301690,18.6640294
B6370,51.0720762,13.7397666
B6371,50.9712790,16.9312723
B6372,50.1248149,18.9091324
B6373,50.9723638,16.9256999
B6374,50.9734836,16.9331072
B6375,49.0586340,13.7783117
B6376,51.0648823,16.9978130
B6377,48.9997696,14.4522330
B6378,49.2065568,15.8869570
B6379,49.2065711,15.8868952
B6380,50.3106424,18.6616288
B6381,50.1008600,18.5391677
B6382,50.2800627,18.9662093
B6383,50.2829209,18.9636437
B6384,50.2828746,18.9636433
B6385,50.0739758,14.6713377
B6386,50.2794582,19.0092822
B6387,50.1140993,18.9767428
B6388,50.5746817,18.1572420
B6389,50.1055700,14.5368800
B6390,50.0720900,14.3973600
B6391,50.0492191,14.4783684
B6392,50.1079390,14.5257252
B6393,49.9649540,14.3838021
B6394,49.9677669,14.3865953
B6395,50.0090200,14.4550300
B6396,50.0489800,14.4626200
B6397,50.0836431,14.3189696
B6398,50.0106500,14.4010000
B6399,50.1654868,14.3889413
B6400,49.9996300,14.6672900
B6401,49.9134500,14.2260600
B6402,50.0816600,14.2386600
B6403,50.0998000,15.1878800
B6404,50.4038100,14.9059900
B6405,49.8683347,14.2664077
B6406,49.6014700,17.2572700
B6407,49.1777400,17.5169500
B6408,51.0417335,13.7675820
B6409,50.2370000,12.8647400
B6410,50.2107100,12.1981200
B6411,50.4879300,14.3346200
B6412,50.6511300,14.0029800
B6413,50.6013900,13.6009700
B6414,50.2382900,12.7431100
B6415,50.2136800,12.1998300
B6416,50.6756600,14.1090400
B6417,50.5249300,13.6283000
B6418,50.4926400,13.6556100
B6419,50.6535500,13.8416800
B6420,50.4969600,13.6438700
B6421,50.5087800,13.6473700
B6422,50.5079100,13.6565500
B6423,50.6366200,13.8217800
B6424,50.2553300,12.5603600
B6425,50.0605135,12.9871110
B6426,50.4622100,13.3956000
B6427,50.4619674,13.4204841
B6428,51.0051600,14.4540000
B6429,50.7723916,14.2203851
B6430,50.7616000,15.0524900
B6431,50.7293600,15.1851700
B6432,50.7647100,15.0858700
B6433,50.7235700,15.1551100
B6434,50.7438500,15.1555700
B6435,50.7225500,15.1671000
B6436,50.1878463,15.8341366
B6437,50.0430400,15.7400200
B6438,50.6783608,14.0276380
B6439,50.3612600,14.3088900
B6440,49.4584000,17.4445100
B6441,49.4654215,17.4415672
B6442,50.1696700,15.7992400
B6443,50.0276700,15.7655700
B6444,50.1520300,16.0717400
B6445,50.0386261,15.7739132
B6446,50.1997589,15.8109853
B6447,49.9728537,16.3911386
B6448,50.4062125,16.1639749
B6449,50.0353900,16.5066000
B6450,50.2712900,16.1128500
B6451,50.4766700,16.1877600
B6452,50.0363221,16.2528072
B6453,49.9051146,16.6031064
B6454,49.7477600,16.4746100
B6455,50.2052165,15.7961429
B6456,50.5597400,15.9110800
B6457,49.7060200,17.0736700
B6458,49.8848000,16.8812200
B6459,49.4655821,17.4365643
B6460,49.6069365,17.2523038
B6461,49.5852157,17.2492118
B6462,49.5851240,17.2532403
B6463,49.5953769,17.2277995
B6464,49.5227500,17.5899000
B6465,49.6165565,17.3316648
B6466,49.3493990,17.3051412
B6467,49.5813400,17.2474900
B6468,49.4537400,17.4566800
B6469,49.7734200,17.1180600
B6470,49.5517500,17.3340400
B6471,49.5712000,17.2518500
B6472,49.5836600,17.2260500
B6473,50.0147500,17.0340200
B6474,49.9085500,16.9125800
B6475,49.4842300,17.3391300
B6476,49.5785200,17.2394800
B6477,49.5584000,17.1369700
B6478,49.5806529,17.2563828
B6479,49.8799700,16.8748100
B6480,49.7014154,17.0714235
B6481,49.7013876,17.0714178
B6482,49.6158800,17.1983500
B6483,50.3026089,17.3270162
B6484,49.7349893,18.6131197
B6485,50.0685830,14.5411519
B6486,50.0246500,14.4346400
B6487,50.0016500,14.4682000
B6488,50.0525300,14.4554600
B6489,50.0387000,14.4252000
B6490,48.5282534,18.8629796
B6491,49.2220953,16.6262316
B6492,48.7429200,18.3373590
B6493,49.7792900,18.2532900
B6494,49.7887717,18.2248326
B6495,49.6600000,18.0875900
B6496,50.0885900,17.6940300
B6497,49.8013100,18.4215300
B6498,49.8485700,18.2782700
B6499,49.9313900,17.2792600
B6500,49.8263945,18.1795447
B6501,49.8730600,18.2072300
B6502,49.7918900,18.4400800
B6503,49.6897400,18.3536900
B6504,49.9840000,17.4544800
B6505,49.6128000,17.9054600
B6506,49.5424400,18.2062700
B6507,49.6568200,17.9260800
B6508,50.1195451,17.3830280
B6509,49.9308000,17.2749300
B6510,49.8769313,17.8756646
B6511,49.8342580,18.3377989
B6512,49.7811200,18.4505000
B6513,49.8377033,18.1881939
B6514,49.6324844,18.1388534
B6515,49.9740560,17.7308846
B6516,49.7970841,18.3975602
B6517,49.8957747,18.1962031
B6518,51.0121038,13.6927542
B6519,48.9586287,14.9340738
B6520,48.9981200,14.1539400
B6521,48.9790600,14.4527200
B6522,49.7678700,13.3639200
B6523,49.4386000,12.9086500
B6524,48.7287400,14.6281600
B6525,49.4644300,13.7341800
B6526,49.6803700,13.2207900
B6527,49.2384600,15.0621200
B6528,49.7097200,13.4146000
B6529,48.9762700,14.3591800
B6530,48.7705100,14.9718800
B6531,49.1400502,15.0179770
B6532,49.4413400,14.3635900
B6533,48.9355800,14.4052000
B6534,48.7408795,14.4865933
B6535,48.9951400,14.4535700
B6536,49.7821637,13.3708892
B6537,49.2990800,14.4675200
B6538,49.6992273,13.3551581
B6539,49.7355200,13.3896400
B6540,48.6559327,14.4530649
B6541,49.8599400,13.7727400
B6542,49.3028400,14.4759300
B6543,49.1805152,14.6922605
B6544,48.7799896,16.9020880
